,human_ensembl,human_symbol,mouse_ensembl,mouse_symbol,zebrafish_ensembl,zebrafish_symbol,qG0,G1,Late.G1,S,S.G2,G2.M,M.Early.G1
888,ENSG00000160753,RUSC1,ENSMUSG00000041263,Rusc1,ENSDARG00000095288,rusc2,0,0,0,1,1,0,0
889,ENSG00000183207,RUVBL2,ENSMUSG00000003868,Ruvbl2,ENSDARG00000055639,ruvbl2,0,0,0,0,0,1,0
890,ENSG00000188643,S100A16,ENSMUSG00000074457,S100a16,ENSDARG00000009978,icn,0,0,0,0,0,1,1
891,ENSG00000188643,S100A16,ENSMUSG00000074457,S100a16,ENSDARG00000055514,icn2,0,0,0,0,0,1,1
892,ENSG00000196754,S100A2,ENSMUSG00000094018,S100a2,ENSDARG00000037425,s100a10a,0,0,0,0,1,0,0
893,ENSG00000196754,S100A2,ENSMUSG00000094018,S100a2,ENSDARG00000055589,s100t,0,0,0,0,1,0,0
894,ENSG00000196754,S100A2,ENSMUSG00000094018,S100a2,ENSDARG00000036773,s100s,0,0,0,0,1,0,0
895,ENSG00000160307,S100B,ENSMUSG00000033208,S100b,ENSDARG00000057598,s100b,1,0,0,0,0,0,0
896,ENSG00000168061,SAC3D1,ENSMUSG00000024790,Sac3d1,ENSDARG00000071271,sac3d1,0,0,0,0,1,0,0
897,ENSG00000142230,SAE1,ENSMUSG00000052833,Sae1,ENSDARG00000010487,sae1,0,0,0,1,1,1,0
898,ENSG00000186193,SAPCD2,ENSMUSG00000026955,Sapcd2,ENSDARG00000115167,missing,0,0,0,0,0,1,0
899,ENSG00000133872,SARAF,ENSMUSG00000031532,Saraf,ENSDARG00000070452,saraf,0,0,0,0,0,0,0
900,ENSG00000130066,SAT1,ENSMUSG00000025283,Sat1,ENSDARG00000095908,SAT1,1,0,0,0,0,0,0
901,ENSG00000130066,SAT1,ENSMUSG00000025283,Sat1,ENSDARG00000035652,sat1a.1,1,0,0,0,0,0,0
902,ENSG00000130066,SAT1,ENSMUSG00000025283,Sat1,ENSDARG00000032272,sat1b,1,0,0,0,0,0,0
903,ENSG00000145284,SCD5,missing15,missing15,missing,missing,1,0,0,0,0,0,0
904,ENSG00000151466,SCLT1,ENSMUSG00000059834,Sclt1,ENSDARG00000057248,sclt1,0,0,0,0,0,1,0
905,ENSG00000047634,SCML1,missing34,missing34,ENSDARG00000002971,phc1,0,0,0,0,1,0,0
906,ENSG00000164106,SCRG1,ENSMUSG00000031610,Scrg1,missing,missing,1,0,0,0,0,0,0
907,ENSG00000128228,SDF2L1,ENSMUSG00000022769,Sdf2l1,ENSDARG00000035631,sdf2l1,0,0,0,0,0,1,0
908,ENSG00000008952,SEC62,ENSMUSG00000027706,Sec62,ENSDARG00000019951,sec62,1,0,0,0,0,0,0
909,ENSG00000142864,SERBP1,ENSMUSG00000036371,Serbp1,ENSDARG00000074242,serbp1a,0,0,0,0,1,0,0
910,ENSG00000142864,SERBP1,ENSMUSG00000036371,Serbp1,ENSDARG00000087421,serbp1b,0,0,0,0,1,0,0
911,ENSG00000106366,SERPINE1,ENSMUSG00000037411,Serpine1,ENSDARG00000056795,serpine1,0,0,1,0,0,0,0
912,ENSG00000135919,SERPINE2,ENSMUSG00000026249,Serpine2,ENSDARG00000029353,serpine2,1,0,0,0,0,0,0
913,ENSG00000119335,SET,missing38,missing38,ENSDARG00000003920,setb,0,0,0,0,1,0,0
914,ENSG00000119335,SET,missing38,missing38,ENSDARG00000031495,seta,0,0,0,0,1,0,0
915,ENSG00000087365,SF3B2,ENSMUSG00000024853,Sf3b2,ENSDARG00000018049,sf3b2,0,0,0,0,1,0,0
916,ENSG00000116560,SFPQ,ENSMUSG00000028820,Sfpq,ENSDARG00000011564,sfpq,0,0,0,0,0,1,0
917,ENSG00000163069,SGCB,ENSMUSG00000029156,Sgcb,ENSDARG00000052341,sgcb,1,0,0,0,0,0,0
918,ENSG00000129810,SGO1,ENSMUSG00000023940,Sgo1,ENSDARG00000103907,sgo1,0,0,0,0,0,0,0
919,ENSG00000163535,SGO2,ENSMUSG00000026039,Sgo2a,ENSDARG00000092651,sgo2,0,0,0,0,0,0,0
920,ENSG00000131171,SH3BGRL,ENSMUSG00000031246,Sh3bgrl,ENSDARG00000058302,sh3bgrl,1,0,0,0,0,0,0
921,ENSG00000171241,SHCBP1,ENSMUSG00000022322,Shcbp1,missing,missing,0,0,0,0,1,1,0
922,ENSG00000184990,SIVA1,ENSMUSG00000064326,Siva1,ENSDARG00000114552,siva1,0,0,0,1,1,0,0
923,ENSG00000182628,SKA2,ENSMUSG00000020492,Ska2,ENSDARG00000114038,ska2,0,0,0,0,0,1,0
924,ENSG00000165480,SKA3,ENSMUSG00000021965,Ska3,ENSDARG00000069917,ska3,0,0,0,0,1,1,0
925,ENSG00000113558,SKP1,ENSMUSG00000036309,Skp1,ENSDARG00000003151,skp1,1,0,0,0,0,0,0
926,ENSG00000163950,SLBP,ENSMUSG00000004642,Slbp,ENSDARG00000100558,slbp,0,0,0,1,1,0,0
927,ENSG00000144136,SLC20A1,ENSMUSG00000027397,Slc20a1,ENSDARG00000020114,slc20a1a,0,0,0,0,1,0,0
928,ENSG00000144136,SLC20A1,ENSMUSG00000027397,Slc20a1,ENSDARG00000010641,slc20a1b,0,0,0,0,1,0,0
929,ENSG00000108528,SLC25A11,ENSMUSG00000014606,Slc25a11,ENSDARG00000035741,slc25a11,0,0,0,0,1,0,0
930,ENSG00000005022,SLC25A5,ENSMUSG00000016319,Slc25a5,ENSDARG00000092553,slc25a5,0,0,0,0,1,1,0
931,ENSG00000133302,SLF1,ENSMUSG00000021597,Slf1,ENSDARG00000102118,slf1,0,0,0,0,0,0,0
932,ENSG00000184564,SLITRK6,ENSMUSG00000045871,Slitrk6,ENSDARG00000098769,slitrk6,0,0,1,0,0,0,0
933,ENSG00000137776,SLTM,ENSMUSG00000032212,Sltm,ENSDARG00000052728,sltm,0,0,0,0,0,1,0
934,ENSG00000072501,SMC1A,ENSMUSG00000041133,Smc1a,ENSDARG00000058203,smc1al,0,0,0,0,1,0,0
935,ENSG00000072501,SMC1A,ENSMUSG00000041133,Smc1a,ENSDARG00000055754,smc1a,0,0,0,0,1,0,0
936,ENSG00000136824,SMC2,ENSMUSG00000028312,Smc2,ENSDARG00000017744,smc2,0,0,0,1,1,1,0
937,ENSG00000108055,SMC3,ENSMUSG00000024974,Smc3,ENSDARG00000019000,smc3,0,0,0,1,1,0,0
938,ENSG00000113810,SMC4,ENSMUSG00000034349,Smc4,ENSDARG00000038882,smc4,0,0,0,0,1,1,0
939,ENSG00000198887,SMC5,ENSMUSG00000024943,Smc5,ENSDARG00000044282,smc5,0,0,0,0,1,0,0
940,ENSG00000101596,SMCHD1,ENSMUSG00000024054,Smchd1,ENSDARG00000104374,smchd1,0,0,0,1,1,0,0
941,ENSG00000186577,SMIM29,ENSMUSG00000062753,Smim29,ENSDARG00000090634,smim29,0,0,0,0,0,0,0
942,ENSG00000102172,SMS,ENSMUSG00000071708,Sms,ENSDARG00000008155,sms,0,0,0,0,0,0,1
943,ENSG00000092531,SNAP23,ENSMUSG00000027287,Snap23,ENSDARG00000012874,snap23.1,0,0,0,0,0,1,0
944,ENSG00000092531,SNAP23,ENSMUSG00000027287,Snap23,ENSDARG00000055252,snap23.2,0,0,0,0,0,1,0
945,ENSG00000161981,SNRNP25,ENSMUSG00000040767,Snrnp25,ENSDARG00000020363,snrnp25,0,0,0,1,1,1,0
946,ENSG00000060688,SNRNP40,ENSMUSG00000074088,Snrnp40,ENSDARG00000023160,snrnp40,0,0,0,0,1,0,0
947,ENSG00000131876,SNRPA1,ENSMUSG00000030512,Snrpa1,ENSDARG00000024651,snrpa1,0,0,0,1,1,0,1
948,ENSG00000125835,SNRPB,ENSMUSG00000027404,Snrpb,ENSDARG00000011125,snrpb,0,0,0,1,1,1,0
949,ENSG00000167088,SNRPD1,ENSMUSG00000002477,Snrpd1,ENSDARG00000011648,snrpd1,0,0,0,1,1,1,0
950,ENSG00000100028,SNRPD3,ENSMUSG00000020180,Snrpd3,ENSDARG00000013800,snrpd3,0,0,0,0,1,0,0
951,ENSG00000100028,SNRPD3,ENSMUSG00000020180,Snrpd3,ENSDARG00000076283,snrpd3l,0,0,0,0,1,0,0
952,ENSG00000182004,SNRPE,ENSMUSG00000090553,Snrpe,ENSDARG00000033175,snrpe,0,0,0,1,1,0,0
953,ENSG00000143977,SNRPG,ENSMUSG00000057278,Snrpg,ENSDARG00000099667,snrpg,0,0,0,0,1,0,1
954,ENSG00000154556,SORBS2,ENSMUSG00000031626,Sorbs2,ENSDARG00000061603,sorbs2b,0,0,1,0,0,0,0
955,ENSG00000154556,SORBS2,ENSMUSG00000031626,Sorbs2,ENSDARG00000003046,sorbs2a,0,0,1,0,0,0,0
956,ENSG00000181449,SOX2,ENSMUSG00000074637,Sox2,ENSDARG00000070913,sox2,1,0,0,0,0,0,0
957,ENSG00000124766,SOX4,ENSMUSG00000076431,Sox4,ENSDARG00000098834,sox4b,1,0,0,0,0,0,0
958,ENSG00000124766,SOX4,ENSMUSG00000076431,Sox4,ENSDARG00000004588,sox4a,1,0,0,0,0,0,0
959,ENSG00000125398,SOX9,ENSMUSG00000000567,Sox9,ENSDARG00000043923,sox9b,1,0,0,0,0,0,0
960,ENSG00000125398,SOX9,ENSMUSG00000000567,Sox9,ENSDARG00000003293,sox9a,1,0,0,0,0,0,0
961,ENSG00000076382,SPAG5,ENSMUSG00000002055,Spag5,missing,missing,0,0,0,0,0,1,0
962,ENSG00000113140,SPARC,ENSMUSG00000018593,Sparc,ENSDARG00000019353,sparc,1,0,0,0,0,0,0
963,ENSG00000152253,SPC25,ENSMUSG00000005233,Spc25,ENSDARG00000078433,spc25,0,0,0,0,1,1,0
964,ENSG00000277909,SPC25,ENSMUSG00000005233,Spc25,missing,missing,0,0,0,0,1,1,0
965,ENSG00000040275,SPDL1,ENSMUSG00000069910,Spdl1,ENSDARG00000103996,spdl1,0,0,0,0,1,1,0
966,ENSG00000164056,SPRY1,ENSMUSG00000037211,Spry1,ENSDARG00000103985,spry1,1,0,0,0,0,0,0
967,ENSG00000115306,SPTBN1,ENSMUSG00000020315,Sptbn1,ENSDARG00000102883,sptbn1,0,0,0,0,0,1,0
968,ENSG00000115306,SPTBN1,ENSMUSG00000020315,Sptbn1,ENSDARG00000105428,sptbn1,0,0,0,0,0,1,0
969,ENSG00000140319,SRP14,ENSMUSG00000009549,Srp14,ENSDARG00000115987,srp14,1,0,0,0,0,0,0
970,ENSG00000143742,SRP9,ENSMUSG00000026511,Srp9,ENSDARG00000042851,srp9,0,0,0,0,0,0,1
971,ENSG00000101955,SRPX,ENSMUSG00000090084,Srpx,ENSDARG00000010318,srpx,0,0,0,0,0,0,1
972,ENSG00000167978,SRRM2,ENSMUSG00000039218,Srrm2,missing,missing,0,0,0,0,1,0,0
973,ENSG00000161547,SRSF2,ENSMUSG00000034120,Srsf2,ENSDARG00000057484,srsf2a,0,0,0,1,1,0,0
974,ENSG00000161547,SRSF2,ENSMUSG00000034120,Srsf2,ENSDARG00000103893,srsf2b,0,0,0,1,1,0,0
975,ENSG00000112081,SRSF3,ENSMUSG00000071172,Srsf3,ENSDARG00000025397,srsf3a,0,0,0,0,1,1,0
976,ENSG00000112081,SRSF3,ENSMUSG00000071172,Srsf3,ENSDARG00000059360,srsf3b,0,0,0,0,1,1,0
977,ENSG00000115875,SRSF7,ENSMUSG00000024097,Srsf7,ENSDARG00000101057,srsf7b,0,0,0,1,1,0,0
978,ENSG00000176101,SSNA1,ENSMUSG00000026966,Ssna1,missing,missing,0,0,0,0,0,1,0
979,ENSG00000149136,SSRP1,ENSMUSG00000027067,Ssrp1,ENSDARG00000016994,ssrp1b,0,0,0,0,1,0,0
980,ENSG00000149136,SSRP1,ENSMUSG00000027067,Ssrp1,ENSDARG00000037397,ssrp1a,0,0,0,0,1,0,0
981,ENSG00000100380,ST13,ENSMUSG00000022403,St13,ENSDARG00000021973,st13,1,0,0,0,0,0,0
982,ENSG00000168439,STIP1,ENSMUSG00000024966,Stip1,ENSDARG00000004906,stip1,0,0,0,0,0,1,0
983,ENSG00000164543,STK17A,missing22,missing22,ENSDARG00000074715,stk17a,0,0,1,0,0,0,0
984,ENSG00000117632,STMN1,ENSMUSG00000028832,Stmn1,ENSDARG00000033655,stmn1b,0,0,0,0,1,1,1
985,ENSG00000117632,STMN1,ENSMUSG00000028832,Stmn1,ENSDARG00000004169,stmn1a,0,0,0,0,1,1,1
986,ENSG00000092201,SUPT16H,ENSMUSG00000035726,Supt16,ENSDARG00000079949,supt16h,0,0,0,1,1,0,0
987,ENSG00000198168,SVIP,ENSMUSG00000074093,Svip,missing,missing,0,0,0,0,0,1,1
988,ENSG00000054654,SYNE2,ENSMUSG00000063450,Syne2,ENSDARG00000095514,syne2b,0,0,0,0,1,0,0
989,ENSG00000132718,SYT11,ENSMUSG00000068923,Syt11,ENSDARG00000056105,syt11b,1,0,0,0,0,0,0
990,ENSG00000132718,SYT11,ENSMUSG00000068923,Syt11,ENSDARG00000057913,syt11a,1,0,0,0,0,0,0
991,ENSG00000013810,TACC3,ENSMUSG00000037313,Tacc3,ENSDARG00000005454,tacc3,0,0,0,0,0,1,0
992,ENSG00000149591,TAGLN,ENSMUSG00000032085,Tagln,ENSDARG00000045408,tagln,0,1,0,0,0,0,0
993,ENSG00000149591,TAGLN,ENSMUSG00000032085,Tagln,ENSDARG00000033466,tagln2,0,1,0,0,0,0,0
994,ENSG00000144834,TAGLN3,ENSMUSG00000022658,Tagln3,ENSDARG00000079805,tagln3a,1,0,0,0,0,0,0
995,ENSG00000185222,TCEAL9,ENSMUSG00000042712,Tceal9,missing,missing,0,0,0,0,0,0,0
996,ENSG00000234674,TCF19,ENSMUSG00000050410,Tcf19,missing,missing,0,0,0,0,1,0,0
997,ENSG00000224379,TCF19,ENSMUSG00000050410,Tcf19,missing,missing,0,0,0,0,1,0,0
998,ENSG00000224941,TCF19,ENSMUSG00000050410,Tcf19,missing,missing,0,0,0,0,1,0,0
999,ENSG00000233890,TCF19,ENSMUSG00000050410,Tcf19,missing,missing,0,0,0,0,1,0,0
1000,ENSG00000137310,TCF19,ENSMUSG00000050410,Tcf19,ENSDARG00000040036,tcf19l,0,0,0,0,1,0,0
1001,ENSG00000206455,TCF19,ENSMUSG00000050410,Tcf19,missing,missing,0,0,0,0,1,0,0
1002,ENSG00000224472,TCF19,ENSMUSG00000050410,Tcf19,missing,missing,0,0,0,0,1,0,0
1003,ENSG00000120438,TCP1,ENSMUSG00000068039,Tcp1,ENSDARG00000017891,tcp1,0,0,0,0,1,1,0
1004,ENSG00000151287,TEX30,ENSMUSG00000026049,Tex30,missing,missing,0,0,0,1,1,0,0
1005,ENSG00000198176,TFDP1,ENSMUSG00000038482,Tfdp1,ENSDARG00000016304,tfdp1b,0,0,0,1,1,0,0
1006,ENSG00000198176,TFDP1,ENSMUSG00000038482,Tfdp1,ENSDARG00000019293,tfdp1a,0,0,0,1,1,0,0
1007,ENSG00000177426,TGIF1,ENSMUSG00000047407,Tgif1,ENSDARG00000059337,tgif1,0,0,0,0,0,1,0
1008,ENSG00000051596,THOC3,ENSMUSG00000025872,Thoc3,ENSDARG00000056517,thoc3,0,0,0,0,1,0,0
1009,ENSG00000134809,TIMM10,ENSMUSG00000027076,Timm10,ENSDARG00000069116,timm10,0,0,0,0,1,1,0
1010,ENSG00000075336,TIMM21,ENSMUSG00000024645,Timm21,ENSDARG00000071594,timm21,0,0,0,0,1,0,0
1011,ENSG00000157150,TIMP4,ENSMUSG00000030317,Timp4,ENSDARG00000100795,timp4.3,1,0,0,0,0,0,0
1012,ENSG00000157150,TIMP4,ENSMUSG00000030317,Timp4,ENSDARG00000102617,timp4.2,1,0,0,0,0,0,0
1013,ENSG00000157150,TIMP4,ENSMUSG00000030317,Timp4,ENSDARG00000111805,timp4.1,1,0,0,0,0,0,0
1014,ENSG00000075131,TIPIN,ENSMUSG00000032397,Tipin,ENSDARG00000036136,tipin,0,0,0,1,0,0,0
1015,ENSG00000167900,TK1,ENSMUSG00000025574,Tk1,ENSDARG00000102245,tk1,0,0,0,1,1,0,0
1016,ENSG00000149809,TM7SF2,ENSMUSG00000024799,Tm7sf2,ENSDARG00000032816,tm7sf2,0,1,0,0,0,0,0
1017,ENSG00000143183,TMCO1,ENSMUSG00000052428,Tmco1,ENSDARG00000069099,tmco1,1,0,0,0,0,0,0
1018,ENSG00000144339,TMEFF2,ENSMUSG00000026109,Tmeff2,ENSDARG00000051824,tmeff2a,0,0,1,0,1,0,0
1019,ENSG00000144339,TMEFF2,ENSMUSG00000026109,Tmeff2,ENSDARG00000058699,tmeff2b,0,0,1,0,1,0,0
1020,ENSG00000134291,TMEM106C,ENSMUSG00000052369,Tmem106c,ENSDARG00000098105,tmem106c,0,0,0,0,1,1,0
1021,ENSG00000179029,TMEM107,ENSMUSG00000020895,Tmem107,ENSDARG00000088398,tmem107l,0,0,0,0,1,0,0
1022,ENSG00000179029,TMEM107,ENSMUSG00000020895,Tmem107,ENSDARG00000059150,tmem107,0,0,0,0,1,0,0
1023,ENSG00000149483,TMEM138,ENSMUSG00000024666,Tmem138,ENSDARG00000090543,tmem138,0,0,0,0,0,1,0
1024,ENSG00000137210,TMEM14B,missing21,missing21,missing,missing,0,0,0,0,0,0,1
1025,ENSG00000249992,TMEM158,ENSMUSG00000054871,Tmem158,missing,missing,0,0,0,0,1,0,0
1026,ENSG00000152154,TMEM178A,ENSMUSG00000024245,Tmem178,ENSDARG00000020758,tmem178a,0,0,0,1,0,0,0
1027,ENSG00000155755,TMEM237,ENSMUSG00000038079,Tmem237,ENSDARG00000041735,tmem237a,0,0,0,0,1,1,0
1028,ENSG00000155755,TMEM237,ENSMUSG00000038079,Tmem237,ENSDARG00000074248,tmem237b,0,0,0,0,1,1,0
1029,ENSG00000116209,TMEM59,ENSMUSG00000028618,Tmem59,ENSDARG00000019033,tmem59,1,0,0,0,0,0,0
1030,ENSG00000135211,TMEM60,ENSMUSG00000045435,Tmem60,missing,missing,0,0,0,0,0,1,0
1031,ENSG00000175606,TMEM70,ENSMUSG00000025940,Tmem70,ENSDARG00000078773,tmem70,0,0,0,1,0,0,0
1032,ENSG00000109084,TMEM97,ENSMUSG00000037278,Tmem97,ENSDARG00000040553,tmem97,0,0,0,1,0,0,0
1033,ENSG00000006042,TMEM98,ENSMUSG00000035413,Tmem98,ENSDARG00000059743,tmem98,0,0,0,0,1,0,0
1034,ENSG00000120802,TMPO,missing12,missing12,ENSDARG00000022978,tmpob,0,0,0,1,1,1,0
1035,ENSG00000120802,TMPO,missing12,missing12,ENSDARG00000007315,tmpoa,0,0,0,1,1,1,0
1036,ENSG00000139921,TMX1,ENSMUSG00000021072,Tmx1,ENSDARG00000019487,tmx1,0,0,0,1,0,0,0
1037,ENSG00000185361,TNFAIP8L1,ENSMUSG00000044469,Tnfaip8l1,ENSDARG00000086457,tnfaip8l1,0,0,0,0,0,1,0
1038,ENSG00000006327,TNFRSF12A,missing16,missing16,missing,missing,0,0,1,0,1,0,0
1039,ENSG00000130204,TOMM40,ENSMUSG00000002984,Tomm40,ENSDARG00000036721,tomm40l,0,0,0,1,1,0,0
1040,ENSG00000130204,TOMM40,ENSMUSG00000002984,Tomm40,ENSDARG00000092112,tomm40,0,0,0,1,1,0,0
1041,ENSG00000131747,TOP2A,ENSMUSG00000020914,Top2a,ENSDARG00000024488,top2a,0,0,0,0,1,1,0
1042,ENSG00000167543,TP53I13,ENSMUSG00000044328,Trp53i13,ENSDARG00000087793,tp53i13,0,0,0,0,1,0,0
1043,ENSG00000140416,TPM1,ENSMUSG00000032366,Tpm1,missing,missing,0,0,1,1,0,0,0
1044,ENSG00000143549,TPM3,ENSMUSG00000058126,Tpm3-rs7,ENSDARG00000005162,tpm3,0,0,0,0,1,0,0
1045,ENSG00000144034,TPRKB,ENSMUSG00000054226,Tprkb,ENSDARG00000014941,tprkb,0,0,0,0,0,1,0
1046,ENSG00000291480,TPRKB,ENSMUSG00000054226,Tprkb,missing,missing,0,0,0,0,0,1,0
1047,ENSG00000128294,TPST2,ENSMUSG00000029344,Tpst2,ENSDARG00000099155,tpst2,0,1,0,0,0,0,0
1048,ENSG00000088325,TPX2,ENSMUSG00000027469,Tpx2,ENSDARG00000078654,tpx2,0,0,0,0,1,1,0
1049,ENSG00000136527,TRA2B,ENSMUSG00000022858,Tra2b,ENSDARG00000002168,tra2b,0,0,0,0,1,0,0
1050,ENSG00000278211,TRIM69,ENSMUSG00000033368,Trim69,missing,missing,0,0,0,0,0,1,0
1051,ENSG00000185880,TRIM69,ENSMUSG00000033368,Trim69,missing,missing,0,0,0,0,0,1,0
1052,ENSG00000071539,TRIP13,ENSMUSG00000021569,Trip13,ENSDARG00000025043,trip13,0,0,0,0,1,1,0
1053,ENSG00000123144,TRIR,ENSMUSG00000041203,Trir,ENSDARG00000104178,trir,0,0,0,0,0,0,0
1054,ENSG00000135451,TROAP,ENSMUSG00000032783,Troap,ENSDARG00000094977,troap,0,0,0,0,0,1,1
1055,ENSG00000102804,TSC22D1,ENSMUSG00000022010,Tsc22d1,ENSDARG00000038306,tsc22d1,1,0,0,0,0,0,1
1056,ENSG00000000003,TSPAN6,ENSMUSG00000067377,Tspan6,ENSDARG00000015759,tspan6,1,0,0,0,0,0,0
1057,ENSG00000112742,TTK,ENSMUSG00000038379,Ttk,ENSDARG00000041361,ttk,0,0,0,0,0,1,0
1058,ENSG00000275650,TTYH1,ENSMUSG00000030428,Ttyh1,missing,missing,1,0,0,0,0,0,0
1059,ENSG00000167614,TTYH1,ENSMUSG00000030428,Ttyh1,ENSDARG00000076804,ttyh1,1,0,0,0,0,0,0
1060,ENSG00000276887,TTYH1,ENSMUSG00000030428,Ttyh1,missing,missing,1,0,0,0,0,0,0
1061,ENSG00000276537,TTYH1,ENSMUSG00000030428,Ttyh1,missing,missing,1,0,0,0,0,0,0
1062,ENSG00000167552,TUBA1A,ENSMUSG00000072235,Tuba1a,ENSDARG00000001889,tuba1a,1,0,0,0,0,0,0
1063,ENSG00000123416,TUBA1B,ENSMUSG00000023004,Tuba1b,missing,missing,0,0,0,0,1,1,1
1064,ENSG00000232575,TUBB,ENSMUSG00000001525,Tubb5,missing,missing,0,0,0,1,1,1,0
1065,ENSG00000196230,TUBB,ENSMUSG00000001525,Tubb5,ENSDARG00000037997,tubb5,0,0,0,1,1,1,0
1066,ENSG00000183311,TUBB,ENSMUSG00000001525,Tubb5,missing,missing,0,0,0,1,1,1,0
1067,ENSG00000224156,TUBB,ENSMUSG00000001525,Tubb5,missing,missing,0,0,0,1,1,1,0
1068,ENSG00000229684,TUBB,ENSMUSG00000001525,Tubb5,missing,missing,0,0,0,1,1,1,0
1069,ENSG00000227739,TUBB,ENSMUSG00000001525,Tubb5,missing,missing,0,0,0,1,1,1,0
1070,ENSG00000232421,TUBB,ENSMUSG00000001525,Tubb5,missing,missing,0,0,0,1,1,1,0
1071,ENSG00000235067,TUBB,ENSMUSG00000001525,Tubb5,missing,missing,0,0,0,1,1,1,0
1072,ENSG00000137285,TUBB2B,ENSMUSG00000045136,Tubb2b,ENSDARG00000039522,tubb2,1,0,0,0,0,0,0
1073,ENSG00000188229,TUBB4B,ENSMUSG00000036752,Tubb4b,ENSDARG00000098591,tubb2b,0,0,0,0,1,1,1
1074,ENSG00000176014,TUBB6,ENSMUSG00000001473,Tubb6,ENSDARG00000104801,tubb6,0,0,0,0,1,1,0
1075,ENSG00000131462,TUBG1,ENSMUSG00000035198,Tubg1,ENSDARG00000015610,tubg1,0,0,0,0,1,1,0
1076,ENSG00000117862,TXNDC12,ENSMUSG00000028567,Txndc12,ENSDARG00000038980,txndc12,0,0,0,0,0,1,0
1077,ENSG00000176890,TYMS,ENSMUSG00000025747,Tyms,ENSDARG00000042894,tyms,0,0,0,1,1,0,0
1078,ENSG00000160201,U2AF1,ENSMUSG00000061613,U2af1,ENSDARG00000015325,u2af1,0,0,0,1,1,0,0
1079,ENSG00000137831,UACA,ENSMUSG00000034485,Uaca,ENSDARG00000069250,uacaa,0,0,0,0,0,1,0
1080,ENSG00000137831,UACA,ENSMUSG00000034485,Uaca,ENSDARG00000060238,uacab,0,0,0,0,0,1,0
1081,ENSG00000126261,UBA2,ENSMUSG00000052997,Uba2,ENSDARG00000101332,uba2,0,0,0,0,1,0,0
1082,ENSG00000185262,UBALD2,ENSMUSG00000050628,Ubald2,ENSDARG00000115335,ubald2,0,0,0,0,0,1,0
1083,ENSG00000150991,UBC,ENSMUSG00000008348,Ubc,ENSDARG00000093313,ubb,0,0,0,0,1,0,0
1084,ENSG00000175063,UBE2C,ENSMUSG00000001403,Ube2c,ENSDARG00000114670,UBE2C,0,0,0,0,1,1,0
1085,ENSG00000103275,UBE2I,ENSMUSG00000015120,Ube2i,ENSDARG00000052649,ube2ia,0,0,0,0,1,0,0
1086,ENSG00000108106,UBE2S,ENSMUSG00000060860,Ube2s,ENSDARG00000031775,ube2s,0,0,0,0,1,1,0
1087,ENSG00000077152,UBE2T,ENSMUSG00000026429,Ube2t,ENSDARG00000063285,ube2t,0,0,0,1,1,1,0
1088,ENSG00000012963,UBR7,ENSMUSG00000041712,Ubr7,ENSDARG00000005536,ubr7,0,0,0,0,1,0,0
1089,ENSG00000278787,UBR7,ENSMUSG00000041712,Ubr7,missing,missing,0,0,0,0,1,0,0
1090,ENSG00000012963,UBR7,ENSMUSG00000041712,Ubr7,ENSDARG00000099534,missing,0,0,0,0,1,0,0
1091,ENSG00000118939,UCHL3,ENSMUSG00000035337,Uchl4,ENSDARG00000030177,uchl3,0,0,0,0,1,0,0
1092,ENSG00000116750,UCHL5,ENSMUSG00000018189,Uchl5,ENSDARG00000103404,uchl5,0,0,0,0,1,0,0
1093,ENSG00000070010,UFD1,ENSMUSG00000005262,Ufd1,ENSDARG00000010051,ufd1l,0,0,0,0,0,0,0
1094,ENSG00000148154,UGCG,ENSMUSG00000028381,Ugcg,ENSDARG00000058221,ugcg,0,0,1,0,0,0,0
1095,ENSG00000076248,UNG,ENSMUSG00000029591,Ung,ENSDARG00000094922,ungb,0,0,0,1,0,0,0
1096,ENSG00000076248,UNG,ENSMUSG00000029591,Ung,ENSDARG00000042527,unga,0,0,0,1,0,0,0
1097,ENSG00000183696,UPP1,ENSMUSG00000020407,Upp1,ENSDARG00000040869,upp1,0,0,0,0,1,0,0
1098,ENSG00000137288,UQCC2,ENSMUSG00000024208,Uqcc2,ENSDARG00000011272,uqcc2,0,0,0,0,1,0,0
1099,ENSG00000162607,USP1,ENSMUSG00000028560,Usp1,ENSDARG00000056414,usp1,0,0,0,1,1,0,0
1100,ENSG00000090686,USP48,ENSMUSG00000043411,Usp48,ENSDARG00000090301,usp48,0,0,0,0,1,0,0
1101,ENSG00000078668,VDAC3,ENSMUSG00000008892,Vdac3,ENSDARG00000116680,zgc:56235,0,0,0,0,0,1,0
1102,ENSG00000078668,VDAC3,ENSMUSG00000008892,Vdac3,ENSDARG00000003695,vdac3,0,0,0,0,0,1,0
1103,ENSG00000144560,VGLL4,ENSMUSG00000030315,Vgll4,ENSDARG00000103730,vgll4b,1,0,0,0,0,0,0
1104,ENSG00000144560,VGLL4,ENSMUSG00000030315,Vgll4,ENSDARG00000094332,vgll4a,1,0,0,0,0,0,0
1105,ENSG00000100749,VRK1,ENSMUSG00000021115,Vrk1,ENSDARG00000018006,vrk1,0,0,0,1,1,1,0
1106,ENSG00000084463,WBP11,missing19,missing19,missing,missing,0,0,0,0,0,1,0
1107,ENSG00000082898,XPO1,ENSMUSG00000020290,Xpo1,ENSDARG00000063229,xpo1b,0,0,0,0,1,1,0
